,product_type,product_package_name_ar,product_package_name_en,product_duration,product_package_descr_ar,product_package_descr_en,product_package_validity,value_proposition_ar,value_proposition_en,frequency,label_ar,label_en,product_quantity,roles,price,discounted_price,cat_arabic_name,cat_english_name,product_package_id,product_package_offer_id,l2,l1,priority_for_l2,priority_for_l1
489,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",18.0,10.8,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,870,5479,Jewelry & Faux-Bijoux,Fashion & Beauty,6,13.0
490,auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,,,12:00:00,,,1,"{public,single}",24.0,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1256,4499,Chalets & Cabins For Sale,Properties,7,2.0
491,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوعين,Bump up daily for 2 weeks,"14 days, 0:00:00",سيتم رفع إعلانك كل يوم لمدة أسبوعين إلى أعلى الصفحة الأولى,Your Ad will be promoted to the top of the first page every day for the duration of two weeks.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",18.0,10.8,ساعات,Watches,870,5482,Watches,Fashion & Beauty,7,13.0
492,auto_refresh_ad,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,7 days,جدد اعلانك مرتين يومياً لمدة 7 أيام,Bump up 2 times per day for 7 days,30 days,,,12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",5.0,4.5,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,1256,5405,Computer Parts & IT Accessories,Electronics & Home Appliances,8,5.0
493,auto_refresh_ad,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","14 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",37.0,34.0,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1273,5812,Chalets & Cabins For Rent,Properties,8,2.0
494,ad_limit_bump,إعلان صالح لمدة ٢١ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 21 days, Featured for the first 7 days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 21 days, Featured for the first 7 days",30 days,,,,,,1,"{public,single}",40.0,33.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1349,5796,Apartments & Villas For Rent,Properties,2,2.0
495,ad_limit_bump,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,اراضي للبيع,Lands for Sale,1432,5889,Lands for Sale,Properties,5,2.0
496,auto_refresh_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,3 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",12.0,10.8,كاميرات وتصوير,Cameras,1337,5452,Cameras,Electronics & Home Appliances,9,5.0
497,auto_refresh_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,3 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",10.0,9.0,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,1337,5454,Computer Parts & IT Accessories,Electronics & Home Appliances,8,5.0
498,ad_limit_bump,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",21 days,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,,,,,,1,"{public,single}",32.0,27.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1350,5791,Apartments & Villas For Rent,Properties,2,2.0
499,ad_limit_bump,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",56.8,38.0,غرف للإيجار,Rooms for Rent,1432,5891,Rooms for Rent,Properties,10,2.0
500,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,شقق وفلل للبيع,Apartments & Villas For Sale,1432,5887,Apartments & Villas For Sale,Properties,1,2.0
501,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",68.6,45.0,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1432,5884,Chalets & Cabins For Rent,Properties,8,2.0
502,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1432,5883,Chalets & Cabins For Sale,Properties,7,2.0
503,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,ابنية ووحدات متعددة,Buildings & Multiple Units,1432,5882,Buildings & Multiple Units,Properties,9,2.0
504,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,عقارات تجارية للبيع,Commercials For Sale,1432,5888,Commercials For Sale,Properties,3,2.0
505,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",68.6,45.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1432,5885,Apartments & Villas For Rent,Properties,2,2.0
506,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",68.6,45.0,عقارات تجارية للإيجار,Commercials For Rent,1432,5886,Commercials For Rent,Properties,4,2.0
507,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",65.8,45.0,أراضي للإيجار,Lands for Rent,1432,5890,Lands for Rent,Properties,6,2.0
508,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",94.7,77.0,اراضي للبيع,Lands for Sale,1432,5889,Lands for Sale,Properties,5,2.0
509,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",21 days,إعلان صالح لمدة ٢١ يوم و مميز لمدة ٢١ يوم,"Place 1 Ad for 21 days, Featured for 21days",30 days,,,,,,1,"{public,single}",56.8,38.0,غرف للإيجار,Rooms for Rent,1432,5891,Rooms for Rent,Properties,10,2.0
510,ad_limit_bump,انشر إعلان واحد لمدة 90 يوم,Place 1 Ad for 90 Days,90 days,لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,جديد,New,1,"{public,single}",69.0,59.0,شقق وفلل للبيع,Apartments & Villas For Sale,1267,4588,Apartments & Villas For Sale,Properties,1,2.0
511,ad_limit_bump,انشر إعلان واحد لمدة 90 يوم,Place 1 Ad for 90 Days,90 days,لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,جديد,New,1,"{public,single}",56.0,48.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1267,5785,Apartments & Villas For Rent,Properties,2,2.0
512,auto_refresh_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,7 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",20.0,19.0,دراجات نارية ورباعية,Motorcycles & ATVs,1281,5550,Motorcycles & ATVs,Vehicles,6,1.0
513,auto_refresh_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,7 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",38.0,36.1,أرقام لوحات,Number Plates,1281,5551,Number Plates,Vehicles,5,1.0
514,auto_refresh_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,7 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",27.0,,غرف للإيجار,Rooms for Rent,1281,5820,Rooms for Rent,Properties,10,2.0
515,auto_refresh_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,7 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",39.0,,عقارات تجارية للبيع,Commercials For Sale,1281,4680,Commercials For Sale,Properties,3,2.0
516,auto_refresh_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,7 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,1 day 12:00:00,,,1,"{public,single}",20.0,18.0,تلفزيونات و فيديو,TV & Video,1281,5472,TV & Video,Electronics & Home Appliances,1,5.0
517,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",10.0,,غرف للإيجار,Rooms for Rent,1285,5833,Rooms for Rent,Properties,10,2.0
518,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",10.0,9.0,أجهزة تكييف وتدفئة,"AC, Cooling & Heating",1285,5414,"AC, Cooling & Heating",Electronics & Home Appliances,4,5.0
519,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",3.0,2.85,قطع غيار للمركبات,All Vehicles Spare Parts,1285,5536,All Vehicles Spare Parts,Vehicles,4,1.0
520,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",14.0,13.3,دراجات نارية ورباعية,Motorcycles & ATVs,1285,5602,Motorcycles & ATVs,Vehicles,6,1.0
521,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",4.0,3.6,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,1285,5608,Computer Parts & IT Accessories,Electronics & Home Appliances,8,5.0
522,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",23.0,21.85,أرقام لوحات,Number Plates,1285,5603,Number Plates,Vehicles,5,1.0
523,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",4.0,3.6,أجهزة منزلية أخرى,Other Home Appliances,1285,5613,Other Home Appliances,Electronics & Home Appliances,12,5.0
524,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",10.0,9.0,أدوات وأجهزة المطبخ,Kitchen Equipment & Appliances,1285,5611,Kitchen Equipment & Appliances,Electronics & Home Appliances,3,5.0
525,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",17.0,,ابنية ووحدات متعددة,Buildings & Multiple Units,1285,4719,Buildings & Multiple Units,Properties,9,2.0
526,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",13.0,11.7,كاميرات وتصوير,Cameras,1285,5606,Cameras,Electronics & Home Appliances,9,5.0
527,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",10.0,,عقارات تجارية للإيجار,Commercials For Rent,1285,5859,Commercials For Rent,Properties,4,2.0
528,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",17.0,,شقق وفلل للبيع,Apartments & Villas For Sale,1285,4724,Apartments & Villas For Sale,Properties,1,2.0
529,auto_refresh_ad,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,3 days,جدد اعلانك 3 مرات يومياً لمدة 3  أيام,Bump up 3 times daily for 3 days,30 days,,,08:00:00,,,1,"{public,single}",3.0,2.85,أكسسوارات للمركبات,All Vehicles Accessories,1285,5535,All Vehicles Accessories,Vehicles,3,1.0
530,elite_ad,اعلان ايليت لمدة 365 يوم,Elite Ad for 365 Days,365 days,اعلان ايليت لمدة 365 يوم,Elite Ad for 365 Days,30 days,,,,,,1,"{public,single}",752.4,300.0,خدمات,Services,1426,5869,GENERAL,Services,14,
531,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",20.0,11.0,خدمات,Services,787,5684,GENERAL,Services,14,
532,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",6.0,4.08,الباحثين عن عمل,Job Seekers,787,5517,Job Seekers,Jobs,1,12.0
533,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",18.0,16.2,الكترونيات وأجهزة منزلية,Electronics & Home Appliances,787,5626,GENERAL,Electronics & Home Appliances,5,
534,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",14.0,11.2,المعدات الرياضة,Sports & Equipment,787,5693,GENERAL,Sports & Equipment,10,
535,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",20.0,19.0,دراجات نارية ورباعية,Motorcycles & ATVs,1281,5550,Motorcycles & ATVs,Vehicles,6,1.0
536,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",38.0,36.1,أرقام لوحات,Number Plates,1281,5551,Number Plates,Vehicles,5,1.0
537,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",21.0,,شقق وفلل للإيجار,Apartments & Villas For Rent,787,5787,Apartments & Villas For Rent,Properties,2,2.0
538,featured_ad,إعلان صالح لمدة ٢١ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 21 days, Featured for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 21 days, Featured for the first 7 days",30 days,,,,,,1,"{public,single}",40.0,33.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1349,5796,Apartments & Villas For Rent,Properties,2,2.0
539,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",27.0,,غرف للإيجار,Rooms for Rent,1281,5820,Rooms for Rent,Properties,10,2.0
540,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",39.0,,عقارات تجارية للبيع,Commercials For Sale,1281,4680,Commercials For Sale,Properties,3,2.0
541,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",20.0,18.0,تلفزيونات و فيديو,TV & Video,1281,5472,TV & Video,Electronics & Home Appliances,1,5.0
542,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",12.0,7.2,ساعات,Watches,787,5498,Watches,Fashion & Beauty,7,13.0
543,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",3.0,2.7,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,871,5432,Home Audio & Speakers,Electronics & Home Appliances,2,5.0
544,auto_refresh_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",25.0,24.0,عقارات تجارية للإيجار,Commercials For Rent,1274,5834,Commercials For Rent,Properties,4,2.0
545,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",87.0,57.0,غرف للإيجار,Rooms for Rent,1431,5881,Rooms for Rent,Properties,10,2.0
546,auto_refresh_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",32.0,27.0,عقارات تجارية للإيجار,Commercials For Rent,1350,5851,Commercials For Rent,Properties,4,2.0
547,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",3.0,2.7,أجهزة تنضيف,Cleaning Appliances,871,5429,Cleaning Appliances,Electronics & Home Appliances,5,5.0
548,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",3.0,2.7,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,871,5430,Computer Parts & IT Accessories,Electronics & Home Appliances,8,5.0
549,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",5.0,3.0,اكسسوارات للنساء,Accessories for Women,871,5487,Accessories for Women,Fashion & Beauty,4,13.0
550,auto_refresh_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,,,"1 day, 0:00:00",,,1,"{public,single}",25.0,24.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1274,5799,Apartments & Villas For Rent,Properties,2,2.0
551,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",141.0,114.0,عقارات تجارية للبيع,Commercials For Sale,1431,5878,Commercials For Sale,Properties,3,2.0
552,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",21.0,,ابنية ووحدات متعددة,Buildings & Multiple Units,871,4488,Buildings & Multiple Units,Properties,9,2.0
553,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",6.0,5.4,أجهزة تكييف وتدفئة,"AC, Cooling & Heating",871,5427,"AC, Cooling & Heating",Electronics & Home Appliances,4,5.0
554,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",8.0,,مواهب، موسيقى وفنون وكتب,"Hobbies, Music, Art & Books",871,5637,GENERAL,"Hobbies, Music, Art & Books",11,
